name,ops,image_url,profile_link,community_member,youtube_link
Elon Musk,FF-Ti/Si-SC/P(B) [2],https://v5.airtableusercontent.com/v2/23/23/1700596800000/wXLpjQEQGtwWBwY33sd6mw/0K1g5NHSY7tozw5tgk3RYu3Wl-_fmYZT6Y9BkSIAvzHnx_--X4Id_vY6a0VZWCrCSmgAN7S6_ENDCM5KyauwPktT5AfGRdBTBcn_toE8ZMO8pmZGETFMDOHXj2Hr5BYSbTCW1f0sXzsQ5U1-ZF1NgA/mbBto2VQpIuaBAUmSAGW4PpluldOLZFleFe-eyQRNoE,http://app.subjectivepersonality.com/search/person?person=Elon Musk,0,https://www.youtube.com/results?search_query=Elon%20Musk%20interview
Donald Hoffman,FF-Ti/Si-SC/P(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/JBOekTgTCM9hP1AScb8YBA/Kb2kApccKfNbCrSzrY2qbK-OCgK2-EBwjHJNkKP6yzrrYMky3IS037vHFKRfkSclxVBD2e2g-vm6E_v85jp9m5bVGz6dfiR20YOmjhc5nnMbTHqRLLtRYbDdzhY3DTdvT_Yc1sINQ0BlIghpHS-J5g/YGH-QMD_y9ZqTpa9xPi-0E2cyCz5Ha5DMpBD5KScQ_Q,http://app.subjectivepersonality.com/search/person?person=Donald Hoffman,0,https://www.youtube.com/results?search_query=Donald%20Hoffman%20interview
Jessica Cocks,FF-Ti/Si-SC/P(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/U0aCDAp9Hps6lMj4GxhDBA/NQ9ExWfyTpWGEvDQZfxcaBz4gcuYTIb1UUWF_O5GK7JTGekPRLzZooCB2jxZAmXfqSPpz4KCRZdlq3y2hAhwrBP0Ki2mynz8AkGcvhI9uedAYBuFkze-ZsLIvqSeT2S4_pn09tbXc0Y9RpeApbJFiw/8yrGzMar9t85W04vMUtDByFyGPr0ndR19-fgfBNLmxs,http://app.subjectivepersonality.com/search/person?person=Jessica Cocks,1,https://youtu.be/5TmKgGCx61s
Jimmy Carter,FF-Ti/Si-SC/P(B) [4],https://v5.airtableusercontent.com/v2/23/23/1700596800000/pm7zEupDlOyqpKG9U56iWA/R3RBByRzrtLZqO4IQIoemRS9CvY_tzGYG4Yquh_59cEm6J_vbXPqX_JeBDZ7STrmwrdehQ_1CTrVePD4nUFPhLz_6VPdTrsyCTeY9X0OdlC9wXVXZOibVvJCAwO5G97hZJAKUJyaGZ9K55azsGjOTA/tws2O2f263gWSyAfLV0xpPgxO9ZzVFIs_Dswq6DYyJc,http://app.subjectivepersonality.com/search/person?person=Jimmy Carter,0,https://www.youtube.com/results?search_query=Jimmy%20Carter%20interview
Klara H,FF-Ti/Si-SC/P(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/eMezJHbqSKcjE0uwH-POAA/_gt_knzmmbrKr2owDrEJiyq2UbvcTzB_bORWEU9G-VlWP1KmNikFFy2vNFWPu2edzcJFOzzg4nVcC4chcubgaZs3KdmsuIybgc231OYkPCwAorFzRMtmv4lR4bfmLsXT6kPeIcm0FyKgGdkYVzp0yQ/I4bxE2NT6P0Bx40csqX8Ov9XlsIDTO6Hk3F1N7pMz5c,http://app.subjectivepersonality.com/search/person?person=Klara H,1,https://youtu.be/Xm2VprKY6IU
Peter Diamandis,MM-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/q2cAAhvLLosTvslXZJHy0A/l2Eh-elT-79IwUjkewr1_2vMpOcJRGsFjvxT1p568H1o7srdMwRo0ZcygYhxBkw6vPrcA3x3yGEWTMXqOkUDWFgsC47NACg6IYHxbLg-Mr8-Ijiip3BivN_6DYpzp1apXOPN6nzkasMh-JX_i_31FA/HyiJvNwtfo70WqkPc_btuk7PKNTY7fMmNHMsN4I6AgM,http://app.subjectivepersonality.com/search/person?person=Peter Diamandis,0,https://www.youtube.com/results?search_query=Peter%20Diamandis%20interview
Harrison Lemley,MF-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/60rPAbn39r1BFvNFN26uHg/yttUAavfvk_TM4XH5CyJnFKtKA7JPdTeqh14r-Qxsut0p4VLKTCDWfsEBKt3qLo2hl1IHDEDHI4BKjZoLFHKkwGfc8A3v10Pnb3tbi6tYK9W8xDd-RJBzC3FMZYmLI20VaabDxG4uSS4hQ5d3_D4Sg/-2d90cPNzyZ_T88VPo_D0-CUYXeOkBVZk7IT-dpZfxo,http://app.subjectivepersonality.com/search/person?person=Harrison Lemley,1,https://youtu.be/vAc9KSJm3Mk
Sam Harris,MF-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/aU96CDH62XFz3mERhsSdpQ/mdMvtle6xXtZ9l_fRnJEe5PYS6IFg2OM_HjykFRwlori5URDM_5ITSiqYR8UCcckrJq2iMXYJSDeJQHDo25R-sGCHN0aI4rybdbo_og_3WjEnxC9UapCI6AtR-FqyAplK6UApiHQibCjbURyt-Xz_Q/lJJpIfRo9P6MhZccB_xJu3T8Vc95XUT-P-b-hE4MtqI,http://app.subjectivepersonality.com/search/person?person=Sam Harris,0,https://www.youtube.com/results?search_query=Sam%20Harris%20interview
Tom Hanks,MF-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/OX3AoqtFKE9zR0PYMNjycQ/Tlr3MDH78cXMf7-q5NQqCOSzfN2FH4RbAzjjWn6z27bk-Uuzfn-niwxMuqtzEFiCZWHCEiKhlzqXW-QsdTYAI5RO0mHWP56e2PsOYaJGUnIsC-vcNUUowoVaw8gquAm_3KaMtPGjYyvsO3N8D3Bulw/YQKkzVpIXGLl6M7YI-86yj84fagVWWLqUWvMiiU09gQ,http://app.subjectivepersonality.com/search/person?person=Tom Hanks,0,https://www.youtube.com/results?search_query=Tom%20Hanks%20interview
Bryan Johnson,FM-Ti/Si-SC/B(P) [1],https://v5.airtableusercontent.com/v2/23/23/1700596800000/nehuAQyrLfZzdScEc5YvVA/jJV1tKz8gnEmAKWx2OLQB2SmPCaRDkcnP1gUfBJdfql-eZhlzsV5Rc0E3IK0FyzCAR2kr49cSwH18Pfb-fNhScuUU8o4aDQ_2KZUUubzKvUT8-kJ_DJJ7vvx02FdAPhsT3rjxIRu9kenOvkcgElsUw/GYZ_GKFllWdEaSiHodDk7_VbAHTYKsbcoCvGLMEsyho,http://app.subjectivepersonality.com/search/person?person=Bryan Johnson,0,https://www.youtube.com/results?search_query=Bryan%20Johnson%20interview
Rebecca Smith,FM-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/o8UiDCRmhjHRGBlKyhaWbw/_IBlt4tHU5yELcWOgvX78NOasecRtaTMohLnWysZFC1bzZdWvwvbW_wl8eanEG0FxueBedALGInIRX-1xLjCxzao3g941OlBU087rfGj94EdSi4uTbBYgvEiIIb8pxZk2wsJskKo3YYDjx7Gz-7qSA/uDs9IVvP8XOzQLh_xBN7aQpDITVOGarphZnn82airVA,http://app.subjectivepersonality.com/search/person?person=Rebecca Smith,0,https://www.youtube.com/results?search_query=Rebecca%20Smith%20interview
Stephen Sackur,FM-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/GkQaZ0ryI8QOrByDufGa_w/uDZyZPCJgdmPtuUH45uCYlq3_BNUWLLOWSFPKLUpV88Jy3IDTFOQZFKYH-qw7XCl3MuF1A2U9LRcauS9GY3cvRQK6XFpXN5WAaLRXJQa8LyhWaQlPb26ag82lhL_sxWWLAdO01lgcEhTm3GgFxdn_w/P1BfGOlSvRUAyJ5eJgG1MJSHZngzDdg9IO17DEnjXU0,http://app.subjectivepersonality.com/search/person?person=Stephen Sackur,0,https://www.youtube.com/results?search_query=Stephen%20Sackur%20interview
Ayaan Hirsi Ali,FF-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/79QrCPc18cu71ZfBZ6BOGg/vbZuvG8Hg-FUnJigTBYqyoNaHhaHO7l87ojgVaZdBTfFM0mGhuxUd-SqLDcQXeUCIk7LePUnNsNez4wGnXHsDFPiUoI9IDx6ZwgoGXIJAGLd8IghqLX_dW4cWnf6freRrkvsW9TTV9x9hifacgvB5Q/L68vErkLxW6fyMpO7ojLWeaxTYQcNqK4wCgJ_VPayKo,http://app.subjectivepersonality.com/search/person?person=Ayaan Hirsi Ali,0,https://www.youtube.com/results?search_query=Ayaan%20Hirsi%20Ali%20interview
Brian Haennelt,FF-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/hHhWBn7r8qMI_gFi13071w/jsODTBV2gtJB_ay-0W4Jja-PebwdNDQwgNkRvNW6aOlGRlUkfqEShJOQX_8Y0dmSlXkZ7f5RhdlWeGxEhRHJa7CN6vi4yOjE4D_bcytazEf7gYeWqMuyV-X6L_jBGkK45hfQHlv_KBNz8RMzjlVvmw/TOHXLS25sstK_tGKUPaKDGwG_XnNLE4Iq4wE7cNUMvU,http://app.subjectivepersonality.com/search/person?person=Brian Haennelt,1,
Kiani,FF-Ti/Si-SC/B(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/oDGyM3qSQps29RpMN6wKJQ/9T6cohekmBVJdkbPfL11atx2TP8y7O9xS9umanEnZgeUjvOmngBa3TY4P7mEc238GQw6kVoeNq3SGYCR8pv6sgTdC6A4ZoaBV3CtOJUYlXD0QMS1-bPcjsQawxp9_DroGymVKxgiF5lBxGMSNYeEJA/PvFj6u-M124xqsTH1a1KpfhrX4ksM3rqADXlty1sh9U,http://app.subjectivepersonality.com/search/person?person=Kiani,1,https://youtu.be/_XApRaMX2cc
Andreas,MM-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/Z9osdyMotGxa0jg98eib9g/bDfmES6GqOt7QgwcYsZ9GMp2XRcqbmD2z-Y8rQzz7b8n0HpQutVel5UCepJH09Zoiq0RXCUKAeegirobYXul9ah-eFAGAPdkD0l9wgNAEIMsuPHykTT6VVOKlWZDICi0CQJo--GTxpJ_AkhYffRYpg/ac5zCtyf8gtvts9hd0glPuAv7uUdfFVFSWVtJn-n-5c,http://app.subjectivepersonality.com/search/person?person=Andreas,1,https://www.youtube.com/watch?v=CTA5tHO4-eA
John Plant,MM-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/SQjdRaWrmIaVfSOH6edZAg/Hq5vZEhYJBNH77_wXHcZJ9hoKrQURIq8LXcxxyFrRMOk_6sFOYvRMeUAbaOB1J1lMczA0_5s2hClI9X5mf_FmR9cvqGi8QXpD3AKnIOC4Od9jIIRSBvSVqGePi9P-HG7JP5Wvq1ZpkRoo_WiD7ex4w/DYkHNw-kHbx8HrAXP4F5oyN7Bem5hgEMvfO3vA3Hgqk,http://app.subjectivepersonality.com/search/person?person=John Plant,0,https://www.youtube.com/results?search_query=John%20Plant%20interview
Eric Steacy,MF-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/g0vRLdf996czkwSLt5B8lQ/_F94PHk7pq4K-Wfq59ZwKKQOvWXHAvxfL2S4OomKWormftszdRiI0pK6cVImctWA3YuYMGZBq5Bqrr4c18di5-Grrsr-DwRJ5FP4En9DWy3tl_1so3VG8sIWCbIYLQljB_uXFMKgsWrsx_oSXs6phQ/t1bzWHcyICRpvEF9mT9_hy5P81ykEltc1ukC4jgS9F4,http://app.subjectivepersonality.com/search/person?person=Eric Steacy,1,https://youtu.be/xq7wslOq_AM
Dr Anna Lembke,MF-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/NyF2F8-UGlQA7FS_CFnn5g/LbHAjpKdKhJwRCss6SeXFSaxiVDRWkRkFsDXoASDIPwTIvsHKuWpWoyIdSta7a3hFM7rdpcBHu7a0fgeTwDk285fBOXBASlPj-cN6bMSyh2K03ZdKnJRl-18oiTIzQDhSmAGls3_up7--0gFqIbLug/4P1v98bg2etPf_uBj8jh1TANsH-XsGZ2J3fW52W6y_M,http://app.subjectivepersonality.com/search/person?person=Dr Anna Lembke,0,https://www.youtube.com/results?search_query=Dr%20Anna%20Lembke%20interview
Dr. Anna Lembke,MF-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/UdIRJM5-MFqHPG_PUgDVVA/Ey347EAEKsvZog6G_rM8bn9hEn3ZL8HcMI9U_QxN_ZHRyU0L1ysAmPJdeZkRcm3Qbk9B-chLEcwheerCIzm5ywyORXSF0-I3v6ZVFWfMpQ0aRiGIZpezHXlqv_OLuIZg7HQ9MnUhskZjWeH0s1l2og/8b4hVAncbPkJvx4fERPaxIGETEClHExCVmSXWhK4EXY,http://app.subjectivepersonality.com/search/person?person=Dr. Anna Lembke,0,https://www.youtube.com/results?search_query=Dr.%20Anna%20Lembke%20interview
Evan Smith,MF-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/uYK5okCWXMlDJNmclTsQiQ/PIRnRIErjC8A-53uhCC26RJ-T9DTPwIxD6gEem4kKOwdUL3hSWOP_bXQ7tPILVZCx-xZcVdwyqj1SVP0z0myqT15ngHIiYedcYrSr3P7gvzrfkPFLeABLAIA4pHao-J57SmS53tg80cQx33AAMbMzQ/wUIZp3w8X4vLyfli0bZHVpTwA1mga3XYmmH4s5vvJm8,http://app.subjectivepersonality.com/search/person?person=Evan Smith,0,https://www.youtube.com/results?search_query=Evan%20Smith%20interview
Michael Dubin,MF-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/hm1C-CTAybaqQLvlqha3JQ/hxn3t1XDnXHJmSOHk9DwzwWihd3EyEFhxsTa3OpDUFOlKSjF1BuBuSbmgEg9J1BgglnPtnavyozjxRgnXiXFlsdZs3YyA3hVRzWqFeKegPa7DWZ105Bm_RlGYaQwuo-lb0GP4YbLZBaq6SR-xg2MrA/wJOcKeeRVo2YIwx7BM3fmDQ74ImIj8W2sYzlSBVwAK0,http://app.subjectivepersonality.com/search/person?person=Michael Dubin,0,https://www.youtube.com/results?search_query=Michael%20Dubin%20interview
Nathan S,MF-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/cOaGyKjTD_Nny43lMEFBCg/1esf9J_EFxc0JU-If0hMgUGbRC1UMdLaMuD2Aaf_CTwRhu8EQCsN5Mp_4zS2yiKvQd6t7sVUq2wNN9-f9jXi_IS8XYG-QeawaSKEhnAUgrU2_DhOAmv4fToKFWmeF2M3ZqC0sy5VEPyLAj__B-0wkA/UBWzNQWSzuJZ4hcnrLQ8SSXPh0fhUpzRZL03CR3VI8E,http://app.subjectivepersonality.com/search/person?person=Nathan S,1,https://youtu.be/khODmdckO3I
Gretchen Rubin,FF-Ti/Si-SB/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/yYjJluvrWgHLjEWdg8sy_w/R1bBEcSmSyuXmm2uXcdEAZ3LWAb7oTYPOXGJ-JDN4s2TEO3INiHHjeNt9s21LM2vwnRJ1AWzi2flAwbRxLSj1wVw0yHFnlhqEg1N_siBVKNxyf1JNPtAwd0mAg48iXiNSRs1jbPlQ6OOYURy8XPJaw/Ct-AACx_hi21ebNiGvpHz8h9HAbgO4fuLvKpT1pZdzY,http://app.subjectivepersonality.com/search/person?person=Gretchen Rubin,0,https://www.youtube.com/results?search_query=Gretchen%20Rubin%20interview
Stanislaw Baranski,FF-Ti/Si-SB/P(C) [1],https://v5.airtableusercontent.com/v2/23/23/1700596800000/YIgU-1UTAN6WlEh-l93gvw/yLoc8PE2Fpiq9zEF_vSq94430y5WaTahRW5EQGY2GehwWZ4k4FQQxBXtF0ZejjiPoXarKTn1bQxXo34RRtQvfO0zX1Hm6zY6X11VlMAR5O6_KSe9NZ-HBqwUpItBL5mtu1NhXaU8mR6GtqVH1gwb_A/HWfsiCe3cCHggKqaqtjCcrfVKy5HG0zKwOpQkysy3q4,http://app.subjectivepersonality.com/search/person?person=Stanislaw Baranski,1,
Ben Stiller,MF-Ti/Si-SB/C(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/8yHm2OscMCixvacJS0x-nQ/ajYOXRvOM9mRr_i9GSc5-ogNH8P32TAiWOW2Y5ah1OEb4BHDE9RxhJwW1gm9RfrU0Dux0sJLv0cf4AYC5BxypDPk-iTG3MarEhAnxLwwB-YgrzU1wSHBuhZqjYvE4rtmRdo-TnII8c4Iw6oDQwzmiA/FUrJ3zBDH8YNPVKYTU35s23hN44d6Vk4XTCSbYn2wms,http://app.subjectivepersonality.com/search/person?person=Ben Stiller,0,https://www.youtube.com/results?search_query=Ben%20Stiller%20interview
Peter Thiel,MF-Ti/Si-SB/C(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/VB9viXhSminOQAFVX5TbfQ/Ms34Tj7ysCOVlpWgBSFhJbSIsxIzEWOLkFEX-q91IKJJdm96Ixou3x3mYK5luzZCy6zU31IVoc7ZmGU5u7sEn8Me41dIqfkygJNEkhH5fzb60wybBOsfUIaHmQp5_nqhaL8I6w8OZMsVam7Fzb_Xdg/McVfmF2zSyTU_bS5ZzYpvrTIf4YtJ4WEUFRm6uvLOMA,http://app.subjectivepersonality.com/search/person?person=Peter Thiel,0,https://www.youtube.com/results?search_query=Peter%20Thiel%20interview
Sigmund Freud,MM-Ti/Si-SB/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/cPGjTp1sdTa6xnoriSaXjQ/3A9zyXatlrj28VoDwAcq0e9mUZfHKKbLUAiT9M0OSxr-GQO5CIa-uRVN5gggIqT0aB-eJqaRELxBjfM3pC-ioBtoj1v6MR9GMNHzGX_s_ZnfKBV0XwbJErO2gNwfnAn_G2H1Yc5PPDyvAV9Zge6HUA/8wLV0el4f290quoy7Cq1FOreYNO8u85Sicc2y3OU6o8,http://app.subjectivepersonality.com/search/person?person=Sigmund Freud,0,
Chris Wallace,??-Ti/Si-S?/?(?),,http://app.subjectivepersonality.com/search/person?person=Chris Wallace,0,https://www.youtube.com/results?search_query=Chris%20Wallace%20interview
Billie Eilish,MM-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/FMhNb9SwUkgtZKsesMeG7Q/66dC_Np4bHGg52fVsFtsVsfbH2j1ujSil9VCktWh0bpVwWSEF9_sHja_a7aYsJloacfUyGDScjO2XMGbRrpH_ekGBTjLyatm2va0fZK6V8RbyL0Wf5LWIQhcY783cJimV7EyJB2LrYUuYTJANWS2ew/njpMtrw3jIwInx6puPVkxhG3uQKWBQWaaK1hCA39gTM,http://app.subjectivepersonality.com/search/person?person=Billie Eilish,0,https://www.youtube.com/results?search_query=Billie%20Eilish%20interview
Billy Bob Thornton,MM-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/ocz62b-dFcFh8aSYb9a8mQ/fKI0xZoYcc1lZlGapPfXblYYvTAETa3bgc8f7wxdy-tB6VxVekfTlGjMCKcSpGO7F7sstDx81F-5bjSX1bdgMUf8nPL6i96GcWNua_fZVLYGZM9BnQX_GOVZgLRiTkpKTIbEK38aLveOYOOpeLzhIQ/Akzspf7xp2NuO2NtZ2jGIFCsmkr7e5clb4I3XXTLux4,http://app.subjectivepersonality.com/search/person?person=Billy Bob Thornton,0,https://www.youtube.com/results?search_query=Billy%20Bob%20Thornton%20interview
Katharina B.,MM-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/5L3PPpv7w41ym-VGovyOQQ/QmVfRLPpkChWRSZMZBxIT9qmpQEvElIujJAD1AvCCwf4DXAmRWkrn8aPjAb8oPEQye4MIVXaPbDO0yJz1JxLAVLIZSXP_yqQh8b8yVNQVFGgLtroY1tBxGKir2H32JWe6LIFoFjiWiQ_PTC-fdPMwg/vNDZPCUPLVmwl9EH_QiwcnLO52M0WQNsF2yFYA3SxUQ,http://app.subjectivepersonality.com/search/person?person=Katharina B.,1,
James Comey,MF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/oVQEON3ola0OFGqqYmXRgA/F8q5jVcmdAqxfCFG5Q4xxhohJKdR7sO_ck_bJljZZezxJcGi2vDvqUA9xeBf4W5Qqw4qc9dyEnqtowNzaT7wP1pWBPtvTJy5U4jxZeDMFtvHZLueQrAn0DKk4VbaXd4TWc7-DM84rMTwHFGq79-Jrg/VeYRB16AFraGDiPWX0ia7tr3gw3DkvPvdmD0fmOQrGM,http://app.subjectivepersonality.com/search/person?person=James Comey,0,https://www.youtube.com/results?search_query=James%20Comey%20interview
Benicio del Toro,MF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/WZmzvFMXk1qKZOBrYhVqNA/Ot52TlaWtJr2W4iy2upUI9my6gokBFeIH6e5v70tXJgZiiNHYZCPgLUYKkHyyn7tpF_Fs6-HydfjLmk3u0B8fQRqXSCp2LX2RvO_KxCXxo1jvamz-mabsV7eC3hhN3ZMg-2rxbY__m4Uf1td-pOatQ/JD6aMNd24GpHvP6tVKiHhhP37aoDJDp-yZ6SO6X2RhQ,http://app.subjectivepersonality.com/search/person?person=Benicio del Toro,0,https://www.youtube.com/results?search_query=Benicio%20del%20Toro%20interview
